english_sentence,source_name
"No, please go on",Project Gutenberg - Alice in Wonderland
Alice said very humbly; I wont interrupt again,Project Gutenberg - Alice in Wonderland
Idare say there may be one,Project Gutenberg - Alice in Wonderland
said the Dormouse indignantly,Project Gutenberg - Alice in Wonderland
"However, he consented togo on",Project Gutenberg - Alice in Wonderland
"And so these three little sistersthey were learning to draw,you knowWhat did they draw",Project Gutenberg - Alice in Wonderland
"said Alice, quite forgetting her promise",Project Gutenberg - Alice in Wonderland
"Treacle, said the Dormouse, without considering at all this time",Project Gutenberg - Alice in Wonderland
"I want a clean cup, interrupted the Hatter: lets all move one placeon",Project Gutenberg - Alice in Wonderland
"He moved on as he spoke, and the Dormouse followed him: the March Haremoved into the Dormouses place, and Alice rather unwillingly took theplace of the March Hare",Project Gutenberg - Alice in Wonderland
"Alice did not wish to offend the Dormouse again, so she began verycautiously: But I dont understand",Project Gutenberg - Alice in Wonderland
Where did they draw the treaclefrom,Project Gutenberg - Alice in Wonderland
"You can draw water out of a waterwell, said the Hatter; so I shouldthink you could draw treacle out of a treaclewelleh, stupid",Project Gutenberg - Alice in Wonderland
"But they were in the well, Alice said to the Dormouse, not choosingto notice this last remark",Project Gutenberg - Alice in Wonderland
"Of course they were, said the Dormouse; well in",Project Gutenberg - Alice in Wonderland
"This answer so confused poor Alice, that she let the Dormouse go on forsome time without interrupting it",Project Gutenberg - Alice in Wonderland
"Really, now you ask me, said Alice, very much confused, I dontthinkThen you shouldnt talk, said the Hatter",Project Gutenberg - Alice in Wonderland
At any rate Ill never go there again,Project Gutenberg - Alice in Wonderland
said Alice as she picked herway through the wood,Project Gutenberg - Alice in Wonderland
Its the stupidest teaparty I ever was at inall my life,Project Gutenberg - Alice in Wonderland
"Just as she said this, she noticed that one of the trees had a doorleading right into it",Project Gutenberg - Alice in Wonderland
I think I may as well go in at once,Project Gutenberg - Alice in Wonderland
"Once more she found herself in the long hall, and close to the littleglass table",Project Gutenberg - Alice in Wonderland
"Now, Ill manage better this time, she said to herself,and began by taking the little golden key, and unlocking the door thatled into the garden",Project Gutenberg - Alice in Wonderland
"The Queens CroquetGroundA large rosetree stood near the entrance of the garden: the rosesgrowing on it were white, but there were three gardeners at it, busilypainting them red",Project Gutenberg - Alice in Wonderland
"Alice thought this a very curious thing, and shewent nearer to watch them, and just as she came up to them she heardone of them say, Look out now, Five",Project Gutenberg - Alice in Wonderland
Dont go splashing paint over melike that,Project Gutenberg - Alice in Wonderland
"I couldnt help it, said Five, in a sulky tone; Seven jogged myelbow",Project Gutenberg - Alice in Wonderland
"On which Seven looked up and said, Thats right, Five",Project Gutenberg - Alice in Wonderland
Always lay theblame on others,Project Gutenberg - Alice in Wonderland
Youd better not talk,Project Gutenberg - Alice in Wonderland
I heard the Queen say onlyyesterday you deserved to be beheaded,Project Gutenberg - Alice in Wonderland
said the one who had spoken first,Project Gutenberg - Alice in Wonderland
"Thats none of your business, Two",Project Gutenberg - Alice in Wonderland
"Yes, it is his business",Project Gutenberg - Alice in Wonderland
"said Five, and Ill tell himit was forbringing the cook tuliproots instead of onions",Project Gutenberg - Alice in Wonderland
"Would you tell me, said Alice, a little timidly, why you arepainting those roses",Project Gutenberg - Alice in Wonderland
"Five and Seven said nothing, but looked at Two",Project Gutenberg - Alice in Wonderland
"Soyou see, Miss, were doing our best, afore she comes, to At thismoment Five, who had been anxiously looking across the garden, calledout The Queen",Project Gutenberg - Alice in Wonderland
and the three gardeners instantly threwthemselves flat upon their faces,Project Gutenberg - Alice in Wonderland
"There was a sound of many footsteps,and Alice looked round, eager to see the Queen",Project Gutenberg - Alice in Wonderland
"After these camethe royal children; there were ten of them, and the little dears camejumping merrily along hand in hand, in couples: they were allornamented with hearts",Project Gutenberg - Alice in Wonderland
"Then followed the Knave of Hearts, carryingthe Kings crown on a crimson velvet cushion; and, last of all thisgrand procession, came THE KING AND QUEEN OF HEARTS",Project Gutenberg - Alice in Wonderland
"So she stood still where she was,and waited",Project Gutenberg - Alice in Wonderland
"When the procession came opposite to Alice, they all stopped and lookedat her, and the Queen said severely Who is this",Project Gutenberg - Alice in Wonderland
"She said it to theKnave of Hearts, who only bowed and smiled in reply",Project Gutenberg - Alice in Wonderland
"said the Queen, tossing her head impatiently; and, turning toAlice, she went on, Whats your name, child",Project Gutenberg - Alice in Wonderland
"My name is Alice, so please your Majesty, said Alice very politely;but she added, to herself, Why, theyre only a pack of cards, afterall",Project Gutenberg - Alice in Wonderland
I neednt be afraid of them,Project Gutenberg - Alice in Wonderland
And who are these,Project Gutenberg - Alice in Wonderland
How should I know,Project Gutenberg - Alice in Wonderland
"said Alice, surprised at her own courage",Project Gutenberg - Alice in Wonderland
Itsno business of mine,Project Gutenberg - Alice in Wonderland
"The Queen turned crimson with fury, and, after glaring at her for amoment like a wild beast, screamed Off with her head",Project Gutenberg - Alice in Wonderland
"said Alice, very loudly and decidedly, and the Queen wassilent",Project Gutenberg - Alice in Wonderland
"The King laid his hand upon her arm, and timidly said Consider, mydear: she is only a child",Project Gutenberg - Alice in Wonderland
"The Queen turned angrily away from him, and said to the Knave Turnthem over",Project Gutenberg - Alice in Wonderland
"The Knave did so, very carefully, with one foot",Project Gutenberg - Alice in Wonderland
"said the Queen, in a shrill, loud voice, and the threegardeners instantly jumped up, and began bowing to the King, the Queen,the royal children, and everybody else",Project Gutenberg - Alice in Wonderland
You make me giddy,Project Gutenberg - Alice in Wonderland
"And then,turning to the rosetree, she went on, What have you been doinghere",Project Gutenberg - Alice in Wonderland
"May it please your Majesty, said Two, in a very humble tone, goingdown on one knee as he spoke, we were tryingI see",Project Gutenberg - Alice in Wonderland
"said the Queen, who had meanwhile been examining the roses",Project Gutenberg - Alice in Wonderland
Off with their heads,Project Gutenberg - Alice in Wonderland
"and the procession moved on, three of thesoldiers remaining behind to execute the unfortunate gardeners, who ranto Alice for protection",Project Gutenberg - Alice in Wonderland
You shant be beheaded,Project Gutenberg - Alice in Wonderland
"said Alice, and she put them into a largeflowerpot that stood near",Project Gutenberg - Alice in Wonderland
"The three soldiers wandered about for aminute or two, looking for them, and then quietly marched off after theothers",Project Gutenberg - Alice in Wonderland
Are their heads off,Project Gutenberg - Alice in Wonderland
"Their heads are gone, if it please your Majesty",Project Gutenberg - Alice in Wonderland
the soldiers shoutedin reply,Project Gutenberg - Alice in Wonderland
Can you play croquet,Project Gutenberg - Alice in Wonderland
"The soldiers were silent, and looked at Alice, as the question wasevidently meant for her",Project Gutenberg - Alice in Wonderland
"roared the Queen, and Alice joined the procession,wondering very much what would happen next",Project Gutenberg - Alice in Wonderland
Itsits a very fine day,Project Gutenberg - Alice in Wonderland
said a timid voice at her side,Project Gutenberg - Alice in Wonderland
"She waswalking by the White Rabbit, who was peeping anxiously into her face",Project Gutenberg - Alice in Wonderland
"Very, said Alice: wheres the Duchess",Project Gutenberg - Alice in Wonderland
"said the Rabbit in a low, hurried tone",Project Gutenberg - Alice in Wonderland
"He lookedanxiously over his shoulder as he spoke, and then raised himself upontiptoe, put his mouth close to her ear, and whispered Shes undersentence of execution",Project Gutenberg - Alice in Wonderland
Did you say What a pity,Project Gutenberg - Alice in Wonderland
"No, I didnt, said Alice: I dont think its at all a pity",Project Gutenberg - Alice in Wonderland
She boxed the Queens ears the Rabbit began,Project Gutenberg - Alice in Wonderland
Alice gave a littlescream of laughter,Project Gutenberg - Alice in Wonderland
the Rabbit whispered in a frightenedtone,Project Gutenberg - Alice in Wonderland
The Queen will hear you,Project Gutenberg - Alice in Wonderland
"You see, she came rather late, and theQueen saidGet to your places",Project Gutenberg - Alice in Wonderland
or Off with her head,Project Gutenberg - Alice in Wonderland
about once in aminute,Project Gutenberg - Alice in Wonderland
